employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
15619,Erika Young,Court Reporter,22799.39,5218.23,2058.97,9908.69,34988.02
16030,Patricia Castro,Court Reporter,121791.15,25526.26,9778.71,48199.29,181819.56
1614,Kaylee Olson,Court Reporter,119822.23,25148.37,9743.97,47810.58,179445.53
16225,Stephanie Chavez,Court Reporter,115037.97,23063.28,9560.87,45018.13,166190.19
17280,Rose Torres,Court Reporter,0,0,1159.32,1166.91,16321.38
19482,Donald Lynn,Court Reporter,122042.9,24561.53,9690.21,47122.14,175684.84
19531,Kathryn Nicholson,Court Reporter,121625,23823.16,9620.36,46361.76,170933.26
2050,Mark Hamilton,Court Reporter,0,0,776.26,776.26,10920
20880,Patrick Stone,Court Reporter,122042.9,23939.25,9628.72,46486.21,171535.02
20987,Cody Thompson,Court Reporter,92353.5,18912.36,8091.38,37432.83,134857.29
20993,Sydney Guzman,Court Reporter,67392.51,11935.24,7750.78,26623.59,123350.65
21362,Sandra Reynolds,Court Reporter,117500.8,23644.74,9606.34,46169.32,169939.65
2166,Tracy Riley,Court Reporter,67392.9,12557.57,8006.51,27501.65,126400.05
2387,John Freeman,Court Reporter,117500.8,24626.91,9692.02,47237.17,176138.05
25515,Timothy Hickman,Court Reporter,116003.88,23353.52,9578.44,45850.2,168041.27
26297,Kaitlin Boyd,Court Reporter,119734.35,24102.21,9648.31,46668.76,172837.13
27095,Rebecca Lee,Court Reporter,122245.09,25618.78,9757.54,48318.49,182418.93
28431,Jennifer Harris,Court Reporter,119734.35,24094.84,9771.98,46785.06,172911.77
29556,Kimberly Solis,Court Reporter,35637.59,6880.56,4342.58,14582.43,68121.13
30016,Sergio Morales,Court Reporter,400.6,78.04,683.66,809.55,9729.01
30653,Robert Johnson,Court Reporter,122042.9,24561.53,9660.54,47140.31,175855.44
31513,Calvin Greene,Court Reporter,6852.48,0,574.73,574.73,7804.03
31867,Adam Douglas,Court Reporter,112499.89,22586.24,9515.56,44205.24,162788.15
32371,Linda Waters,Court Reporter,10974.8,0,920.48,920.48,12498.8
34485,Donna Smith,Court Reporter,57609.93,11996.32,5141.74,23874.69,84652.83
34570,Robin Clark DDS,Court Reporter,4094.48,0,343.41,343.41,4663.06
35881,Logan Davenport,Court Reporter,117500.8,23644.74,9606.34,46169.32,169939.66
36396,Kelsey Knox,Court Reporter,121387.1,24417.48,9678.1,46942.06,174812.9
36774,Melanie Wise,Court Reporter,11121.2,0,884.13,884.13,12005.33
36940,Michael Jenkins,Court Reporter,119734.35,24094.84,9647.58,46660.66,172787.37
37632,Jimmy Walters,Court Reporter,122211.69,24578.83,9693.33,47217.98,175959.32
38127,Eric Washington,Court Reporter,4246,751.97,370.14,1600.56,5846.56
38830,Sandra Roberts MD,Court Reporter,120043.95,25167.2,9745.09,47830.53,179528.88
41917,Devin Ramos,Court Reporter,116995.61,24531.38,9654.35,47103.97,175465.38
41968,Albert Mclaughlin,Court Reporter,8695.4,0,691.28,691.28,9386.68
42317,Matthew Brady,Court Reporter,5722.5,1069.19,644.39,2431.26,10237.71
43777,Bryan Blankenship,Court Reporter,20446.33,0,1714.87,1714.87,23285.57
44299,Brittany Diaz,Court Reporter,122042.9,23939.35,9628.72,46486.31,171535.59
44769,Alejandro Hill,Court Reporter,121876.04,24524.34,9667.74,47092.38,175606.67
45749,Austin Carrillo,Court Reporter,38905.71,8212.43,3472.52,16174.05,57219.41
46957,Alexis Thompson,Court Reporter,122042.9,25582.78,9751.23,48252.25,182149.44
50417,Daniel Long,Court Reporter,32986.3,7456.93,2967.74,14252.3,50537.23
50719,Laura Harvey,Court Reporter,74242.28,16332.75,6728.02,31242.33,113002.82
51155,Isaiah Foster,Court Reporter,72415.82,15113.11,6280.82,29815.91,106214.14
53012,Desiree Patterson,Court Reporter,122042.91,25582.78,9783.56,48284.58,182181.78
53016,Diane Mcgee,Court Reporter,119520.05,25047.21,9735,47676.53,178798.59
5335,Matthew James,Court Reporter,122042.9,24561.53,9690.21,47169.98,175732.68
6079,Louis Johnson,Court Reporter,16082.92,0,1278.59,1278.59,17361.51
8854,Nicholas Rojas,Court Reporter,24768,5440.3,2175.09,10486.12,36616.27
17526,Darlene Smith,"Court Asst-Sr, Superior Court",94862.84,18584.21,28442.98,59945.43,154808.27
15529,Terri Cruz,Court Manager,130201.69,24874.98,22687.46,60480.68,190682.37
16740,Diana Johnson,Court Manager,131136.09,25069.52,21512,59499.76,190635.85
25230,Steve Patterson,Court Manager,129650.63,24777.4,22695.12,60390.76,190041.39
37562,Roger Werner,Court Manager,130201.68,24874.98,21475.63,59268.85,189470.53
49199,Dylan Brown,Court Manager,117459.28,22618.31,19617.34,54196.99,171656.27
52814,Christopher Doyle,Court Manager,85984.73,16960.86,21806.36,48097.07,134081.8
53849,Adam Elliott,Court Manager,131136.08,25069.52,13773.34,51761.11,182897.19
55978,Samantha Smith,Court Manager,130201.68,24874.98,21527.56,59320.78,189522.46
6174,Jacqueline Garza,Court Manager,130201.68,24874.98,22704.77,60497.99,190699.67
56164,Sarah Brown,Court Reporter Coordinator,144228.56,27577.44,22941.17,63436.85,207665.41
45977,Brandi Mckee,"Director, Probate",136593.45,26105.15,13948.93,52972.32,189565.77
20353,Tyler Jones,"Mgr, Unified Family Court Svcs",4441.84,786.65,369.18,1255.11,5906.65
36361,Richard Thompson,"Mgr, Unified Family Court Svcs",92291.51,18251.64,14954.61,42296.87,134588.38
20332,Jessica Knox,Court Administrator,151190.13,28909.72,10509.36,52337.32,203527.45
34403,Veronica Banks,Court Administrator,98332.63,18684.55,15051.29,41480.81,139813.44
15975,James Johnson,Court Supervisor II,1034.25,0,82.22,82.22,1116.47
2077,Ryan Simon,Court Supervisor II,108060.14,21221.7,13334.71,47474.65,155534.79
22074,Pamela Brown,Court Supervisor II,116437.07,22242.09,10581.62,45789.8,162226.87
2352,Craig Young,Court Supervisor II,114667.6,21905.8,21248.59,56035.32,170702.92
24517,Robert Dyer,Court Supervisor II,116487.27,22263.86,21239.37,56421.47,172908.74
26993,Mariah Blankenship,Court Supervisor II,116487.26,22583.62,13151.9,48653.76,165141.02
2744,Thomas Nguyen,Court Supervisor II,115659.87,22091.58,21246.11,56255.93,171915.8
33163,Gregory Martin,Court Supervisor II,116487.26,22263.84,28999.41,64181.49,180668.75
35198,Robert Clayton,Court Supervisor II,115659.86,22091.57,13026.63,48036.45,163696.31
39438,Becky Mack,Court Supervisor II,115659.87,22091.57,28949.81,63959.62,179619.49
39856,Randy Guerra,Court Supervisor II,115659.86,22091.57,22432.11,57441.92,173101.78
400,Michelle Moore,Court Supervisor II,115724.52,22105.04,21244.35,56267.63,171992.15
41670,Eric West,Court Supervisor II,116487.27,22263.83,21260.86,56442.93,172930.2
48763,Jack Lewis,Court Supervisor II,116487.26,22263.83,22439.71,57621.78,174109.04
49199,Natalie Pena,Court Supervisor II,11152,1975.01,1882.38,4814.3,15966.3
49260,Danielle Ramirez,Court Supervisor II,115659.93,22091.6,9957.83,44967.67,160627.6
49471,Danielle Vasquez,Court Supervisor II,11850.35,0,942.1,942.1,12792.45
52011,Rhonda Johnson,Court Supervisor II,115659.85,22091.56,22439.75,57449.55,173109.4
53573,Catherine Atkinson,Court Supervisor II,94289,18273.64,20519.54,49183.22,143472.22
8798,Pamela Underwood,Court Supervisor II,14597.34,2511.91,6194.23,9905.99,32549.38
38819,Jason Fields,Court Interpreter Supervisor,100285.68,19302.46,12693.91,43090.81,143376.49
35453,Jessica Wilson,"Assistant Director, Probate",117744.74,22733.67,21309.56,56305.82,174050.56
36361,Hannah Chandler,"Supervising Mediator, UFCS",44163.65,7821.39,7820.21,19469.23,63632.88
46279,Jason Gonzalez,Fiscal Services Supervisor,55085.03,11420.41,11805.44,30641.88,85726.91
46429,Sarah Garner,Fiscal Services Supervisor,63947.39,11325.07,13124.15,31386.79,164351.26
56332,Dawn Craig,Fiscal Services Supervisor,116487.25,22263.83,29002.56,64184.63,180671.88
19411,Dawn Williamson,Court Computer Sys Manager,158261.52,30246.72,10290.98,53455.94,211717.46
30959,Margaret Watts,Court Computer Sys Manager,158261.5,30246.73,14285.02,57449.99,215711.49
34046,Logan Chambers,Court Computer Sys Manager,158261.53,30246.72,14321.23,57486.19,215747.72
51063,Elizabeth Anderson,Sup Ct Admin Secretary,19468.4,3545.18,3248.95,8707.94,40867.11
15695,Max Vincent,Duty Officer,84446.25,21924.16,15186.77,56350.74,140796.99
23980,Caitlin Novak,Duty Officer,93450,18643.46,19225.41,59160.05,152610.05
47782,Tonya Byrd,Duty Officer,72555.02,16993.3,7196.43,40720.3,113275.32
40918,Todd Escobar,Court Commissioner,17577.12,2846.54,4786.79,7633.33,25210.45
56844,Melinda Zimmerman,Court Commissioner,23345.18,1496.73,6076.64,7573.37,30918.55
8726,Andrea Daniels,Court Commissioner,157211.28,47340.64,13102.99,73361.87,230573.15
13985,Lori Marshall,"Court Asst, Superior Court",6501.24,1188.2,1122.97,2784.3,16871.64
10031,Joseph Schroeder,Deputy Court Clerk I,23539.33,0,1935.34,8137.3,31676.63
10086,Elizabeth Woodard,Deputy Court Clerk I,23562.05,0,1950.19,8158.12,31720.17
13964,Kristine Wagner,Deputy Court Clerk I,35724.49,6551.15,2957.43,16927.6,52652.09
15986,Mary Velez,Deputy Court Clerk I,18725.4,0,1565.67,6493.74,25219.14
16961,Michelle Lewis,Deputy Court Clerk I,16282.5,0,1294.15,5600.23,21882.73
17663,Ashley Maldonado,Deputy Court Clerk I,37727.5,8747.38,3121.19,21916.09,59643.59
20509,Patrick Martinez,Deputy Court Clerk I,33619.76,7057.38,2775.24,16459.2,50898.88
21540,Andrea Morse,Deputy Court Clerk I,21477.04,0,1749.57,7408.78,29642.02
22485,Michelle Thomas,Deputy Court Clerk I,19537.82,0,1630.25,6772.14,26309.96
26774,Troy Moore,Deputy Court Clerk I,45543.66,9145.36,3737.29,22864.38,68408.04
2965,Matthew Haney,Deputy Court Clerk I,50540.02,10149.94,4181.2,24378.66,74918.68
29840,Amanda Baker,Deputy Court Clerk I,34021,7979.77,2811.56,19834.1,53855.1
30055,Jon Fry,Deputy Court Clerk I,50540,10149.94,4101.7,24299.16,74839.16
30481,Cheryl Goodwin,Deputy Court Clerk I,19333.3,0,1536.99,1536.99,20870.29
32359,Jay Miller,Deputy Court Clerk I,23442.75,0,1940.7,8117.24,31559.99
32621,Peter Benton,Deputy Court Clerk I,13879.5,0,1103.42,3830.6,17710.1
32682,Michelle White,Deputy Court Clerk I,19986.64,0,1665.35,6925.35,27604.47
34018,William Nichols,Deputy Court Clerk I,20401.38,0,1698.91,7068.06,27469.44
34962,Kevin Lindsey,Deputy Court Clerk I,44288.28,8921.91,3668.97,22291.52,66579.8
38957,Mr. Kevin Johnson DVM,Deputy Court Clerk I,42938.25,8623.89,3554.61,22058.56,64996.81
39671,Jacob Coleman,Deputy Court Clerk I,18907.2,0,1580.12,6556.04,25463.24
41057,Nicholas Murillo,Deputy Court Clerk I,19770.75,0,1648.78,6851.96,26622.71
43138,Kenneth Davis,Deputy Court Clerk I,38130.6,8877.58,3075.86,21618.2,59748.8
43889,Jacqueline Jackson,Deputy Court Clerk I,19009.46,0,1529.15,6531.98,26170.2
44005,Ashley Dunn,Deputy Court Clerk I,20543.4,0,1710.2,7116.72,27660.12
44166,Michael Walker,Deputy Court Clerk I,30110.37,894,2485.72,11365.41,41475.78
53281,Elizabeth Hall,Deputy Court Clerk I,37137.98,8602.86,2937.97,21432.86,58570.84
56624,Karen Estes,Deputy Court Clerk I,28976.5,6177.77,2406.78,14278.15,43254.65
7107,Michael Austin,Deputy Court Clerk I,37021.5,8601.17,3054.92,21512.23,59680.69
7364,Ellen Davis,Deputy Court Clerk I,19583.27,0,1603.07,6756.91,26340.18
8721,James Martinez,Deputy Court Clerk I,37694.41,8740.53,3118.55,21897.63,59592.04
1366,Edward Leon,Deputy Court Clerk II,72264.52,14168.56,6003.48,33090.28,105354.8
14273,Ronald Irwin,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
149,Christina Glover,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
14993,Nicole Montgomery,Deputy Court Clerk II,78947.08,15605.64,6670.7,35088.78,115825.79
15040,Anthony Yang,Deputy Court Clerk II,79570.51,15602.47,6651.66,35172.37,115889.84
15167,James Davis,Deputy Court Clerk II,78219.93,15481.75,6555.11,34722.58,113578.85
16200,Amber Pearson,Deputy Court Clerk II,78158.14,15345.24,6493.99,34757.47,112915.61
16508,Daniel Strong,Deputy Court Clerk II,69660.95,13744.96,5788.05,31548.17,101209.12
16998,Amanda Foster,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
17137,Sylvia Baker,Deputy Court Clerk II,79186.35,15532.5,6638.61,35023.21,115356.52
17199,William Park,Deputy Court Clerk II,78244.34,15444.68,6557.09,34698.32,113579.55
1737,Angela Cummings,Deputy Court Clerk II,72196.39,14155.89,5998.07,33070.71,105267.1
18022,Sheri Casey,Deputy Court Clerk II,72264.5,14479.94,6186.35,33584.53,108575.99
18330,Karen Lewis,Deputy Court Clerk II,74350.77,14770.23,6244.85,33034.79,107988.48
19171,Stephanie Sandoval,Deputy Court Clerk II,72044.36,14978.64,6964.93,33768.67,111293.35
19644,Tristan Kim,Deputy Court Clerk II,79570.52,15811.01,6696.15,35425.4,116055.92
19764,Robert Cruz,Deputy Court Clerk II,79570.51,15729.81,6495.09,35143.14,115361.67
19917,Randall Miller,Deputy Court Clerk II,79538.92,15724.02,6718.13,35354.95,116688.56
20281,Justin Walker,Deputy Court Clerk II,79570.53,16031.93,6651.88,35602.05,117360.58
20322,David Freeman,Deputy Court Clerk II,79570.5,15602.47,6611.88,35132.59,114703.09
20326,Lindsey Winters,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.01
2086,Tony Shannon,Deputy Court Clerk II,78124.67,15671.15,7143.13,35485.88,115366.19
21229,Adam Rodriguez,Deputy Court Clerk II,11837,2155.53,955.4,4546.29,16383.29
21250,Joseph Taylor,Deputy Court Clerk II,47572.93,9842.77,3979.93,21233.58,69178.25
22234,Johnny Moreno,Deputy Court Clerk II,79570.54,15729.83,6720.67,35368.74,116734.24
22243,Jacob Ramos,Deputy Court Clerk II,79570.52,15729.83,6663.41,35311.48,115530
22832,Jill Delgado,Deputy Court Clerk II,79570.53,15729.83,7219.48,35867.55,118228.08
23412,Misty Park,Deputy Court Clerk II,4301.2,783.24,438.59,1962.36,6645.88
237,Lisa Ellis,Deputy Court Clerk II,79570.5,13561.19,7218.61,33698.04,113916.54
24443,Amanda Taylor,Deputy Court Clerk II,77234.91,15163.99,6278.07,34360.3,111595.21
24481,Helen Phillips,Deputy Court Clerk II,58472.06,11529.38,4873.58,28231.89,86703.95
24607,Sarah Moore,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.03
24999,Sarah Davila,Deputy Court Clerk II,79570.55,15729.83,6663.41,35311.48,115530.03
2551,James Morales,Deputy Court Clerk II,79570.51,15602.47,6611.88,35132.59,114703.1
25905,David English,Deputy Court Clerk II,79423.91,15702.9,6651.64,35247.55,115318.19
26288,Ms. Deanna Johnson,Deputy Court Clerk II,79570.54,15718.9,6570.69,35207.83,117508.37
26731,Karen Ross,Deputy Court Clerk II,75620.96,14760.42,6168.71,33187.11,108808.07
27070,Steven Gallagher,Deputy Court Clerk II,79339.9,15868.73,6679.42,35426.86,116346.76
27113,Robert Gregory,Deputy Court Clerk II,79570.55,15602.47,6409.45,34930.16,116642.71
27524,Courtney Hall,Deputy Court Clerk II,79570.54,15729.83,6663.41,35311.48,115530.02
27603,Terry Webb,Deputy Court Clerk II,79570.5,15605.88,6613.37,35137.49,114726.75
27938,Ryan Wilkerson,Deputy Court Clerk II,69819.62,13807.03,5881.59,30949.09,101333.55
28196,Angela Eaton,Deputy Court Clerk II,72630.77,14151.1,6035.93,31940.6,104571.37
28201,Jessica Smith,Deputy Court Clerk II,79570.54,15602.47,6611.88,35132.59,114703.13
28379,Tracy Schneider,Deputy Court Clerk II,79570.5,15607.59,6613.79,35139.62,114734.12
28517,Eric Davis,Deputy Court Clerk II,72117.47,14141.76,5921.2,32951.9,105069.37
28690,Heather Brewer,Deputy Court Clerk II,79570.55,15729.83,6154.14,34802.21,117162.77
29006,Edward Rodriguez,Deputy Court Clerk II,31290.03,5697.95,2607.04,13089.53,44379.56
2966,Stacy Brewer,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
30118,John Wallace,Deputy Court Clerk II,52675.27,10145,4440.55,22976.19,76074.42
30442,Patrick Maynard,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
31444,Jonathan Johnson,Deputy Court Clerk II,79570.51,15804.98,6692.97,35416.19,116006.7
31495,Neil Allen Jr.,Deputy Court Clerk II,77986.57,15628.89,6606.45,35153.58,114740.15
32011,Richard Myers,Deputy Court Clerk II,79153.7,15653.24,6542.03,35041.75,116981.85
33921,Barbara Simmons,Deputy Court Clerk II,23969.78,4397.11,2118.16,10039.5,34249.78
34042,Christine Watts,Deputy Court Clerk II,79570.52,15602.47,6526.02,35046.73,114617.25
34455,Paul George,Deputy Court Clerk II,15472.3,2822.64,1458.54,6342.42,21842.86
34719,Madison Johnson,Deputy Court Clerk II,0,0,162.88,170.47,2299.68
35542,Jill Clark,Deputy Court Clerk II,69732.51,13922.83,5874.53,31021.82,101317.38
35730,Richard Silva,Deputy Court Clerk II,19670.32,3581.98,1671.32,8037.3,28190.12
36426,Monica Mckee,Deputy Court Clerk II,24596.97,4842.57,2255.76,7098.33,31874.85
37981,Brandon Bautista,Deputy Court Clerk II,74242.91,14579.28,6767.45,34264.97,108507.88
38078,James Hood,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.01
38127,Chelsey Cooper,Deputy Court Clerk II,55150.52,11176.79,4454.33,25200.19,82492.71
38815,Anthony Boyd,Deputy Court Clerk II,79544.48,15725.03,6718.58,35357.37,116696.57
39161,Joshua Rice,Deputy Court Clerk II,79570.5,15729.83,6425.9,35073.97,117434.47
39651,Thomas Tapia,Deputy Court Clerk II,4889.5,890.38,446.92,1576.53,7226.78
39808,Jennifer Robinson,Deputy Court Clerk II,72067.79,14324.84,6052.65,32885.64,105673.43
40258,Denise Andrews,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
40282,Caitlin Brock,Deputy Court Clerk II,79570.5,15872.51,6719.12,35509.87,116429.17
40372,Nicole Blake,Deputy Court Clerk II,71372.01,14288.29,5890.01,31703.65,104573.79
41197,Lisa Matthews,Deputy Court Clerk II,79570.53,15729.83,6604.25,35252.32,115470.85
41263,Cheryl Johnson,Deputy Court Clerk II,74242.95,14579.32,6168.34,33665.9,107908.85
41811,Lisa Moore,Deputy Court Clerk II,71233.55,14198.53,5912.59,31594,105545.55
42020,Jennifer Johnson,Deputy Court Clerk II,79570.51,15661.84,6634.02,35214.1,115063.01
42606,Nicole Morales,Deputy Court Clerk II,79570.56,15729.83,6500.03,35148.1,115366.66
42689,John Martin,Deputy Court Clerk II,79570.51,15602.47,6669.15,35189.86,115907.33
4297,Shawn Shelton,Deputy Court Clerk II,79306.51,15554.39,6589.77,35062.4,114368.91
4389,Dana Miller,Deputy Court Clerk II,79101.54,15628.98,6506.56,34975.38,114720.99
44422,Thomas Johnson,Deputy Court Clerk II,79570.5,15729.83,7180.23,35828.3,116046.81
44712,John Martinez,Deputy Court Clerk II,72989.21,14350.68,6065.15,33251.96,106241.17
44873,Christopher Gates,Deputy Court Clerk II,79570.56,15934.02,6741.08,35593.34,117871.42
45119,Ashley Payne,Deputy Court Clerk II,73737.87,14523.97,6171.54,32631.01,106967.59
45404,Jack Henry,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
45507,Emma Gonzales,Deputy Court Clerk II,75496.16,14902.22,6892.79,34024.4,112275.83
45749,Crystal Johnson,Deputy Court Clerk II,31108.5,6180.89,2601.28,14045.16,45153.66
45845,Margaret Schultz,Deputy Court Clerk II,79450.51,15576.88,6602.34,35097.46,114547.97
45895,Kenneth Herrera,Deputy Court Clerk II,79284.36,15839.29,5824.13,34533.81,117480.17
46081,Jack Jones,Deputy Court Clerk II,14616.03,2679.07,1646.22,6239.1,26603.38
46463,Darlene Olson,Deputy Court Clerk II,21285.61,3904.1,1775.04,8741.25,30180.46
46489,Molly Johnston,Deputy Court Clerk II,11837,2155.53,964.58,4555.47,16392.47
46999,Bryce Jarvis,Deputy Court Clerk II,76745.32,15059.61,6375.97,34353.82,111099.14
47333,Chelsea Evans,Deputy Court Clerk II,79570.56,15729.83,6524.78,35172.85,115391.41
47460,Christian Waller,Deputy Court Clerk II,6765.13,0,537.83,537.83,7302.96
48005,Maria Payne,Deputy Court Clerk II,78315.4,15486.92,6619.07,34809.77,114897.37
48475,Kelly Black,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
48530,Corey Lopez,Deputy Court Clerk II,78231.17,15469.69,6556.01,34715.61,113583.37
48783,Randall May,Deputy Court Clerk II,71369.92,14052.99,5959.94,31528.29,102898.21
50019,Joshua Carter,Deputy Court Clerk II,74242.91,14579.28,6168.34,33665.86,107908.77
50776,Jeffery Rivers,Deputy Court Clerk II,79570.53,15729.83,6575.46,35223.53,117584.06
50838,Larry Johnson,Deputy Court Clerk II,63430.8,12432.33,5267.8,30618.37,94049.17
